[2026-08-29T11:48:10.609Z] GET https://fonts.gstatic.com/s/hankengrotesk/v12/ieVn2YZDLWuGJpnzaiwFXS9tYtpT59CxCis4UvI.woff2 → 200 (?ms, ?B)
[2026-08-29T11:48:10.609Z] GET https://fonts.gstatic.com/s/hankengrotesk/v12/ieVn2YZDLWuGJpnzaiwFXS9tYtpd59CxCis4.woff2 → 200 (?ms, ?B)
[2026-08-29T11:48:10.609Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-react.js?v=0800514d → 200 (1ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/src/features/auth/services/auth.service.ts?t=1788004076928 → 304 (1ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/src/components/ui/avatar.tsx?t=1788004076928 → 304 (1ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/src/components/ui/back-button.tsx → 304 (2ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/src/components/brand/logo.tsx → 304 (2ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/src/features/site/hooks/use-site.ts?t=1788004076928 → 304 (2ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=4286093b → 200 (?ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/node_modules/.vite/deps/zustand_middleware.js?v=b671f987 → 200 (?ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/src/utils/jwt.ts → 304 (2ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/node_modules/.vite/deps/clsx.js?v=61ebd024 → 200 (?ms, ?B)
[2026-08-29T11:48:10.610Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=2b23c8e9 → 200 (1ms, ?B)
[2026-08-29T11:48:10.611Z] GET http://localhost:5173/src/services/api.ts?t=1788004076928 → 304 (1ms, ?B)
[2026-08-29T11:48:10.612Z] GET http://localhost:5173/src/features/site/services/site.service.ts?t=1788004076928 → 304 (1ms, ?B)
[2026-08-29T11:48:10.612Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=85e7fe5a → 200 (?ms, ?B)
[2026-08-29T11:48:10.762Z] GET http://localhost:5173/logo-mark.png → 304 (?ms, ?B)
[2026-08-29T11:48:10.762Z] GET http://localhost:5173/src/features/site/pages/public/contact.tsx → 200 (1ms, 16340B)
[2026-08-29T11:48:10.762Z] GET http://localhost:5023/api/public → 200 (1ms, 2727B)
[2026-08-29T11:48:10.763Z] GET http://localhost:5173/src/features/site/hooks/use-document-title.ts → 304 (2ms, ?B)
[2026-08-29T11:48:10.763Z] GET http://localhost:5173/src/features/site/components/site-primitives.tsx?t=1788004076928 → 304 (2ms, ?B)
[2026-08-29T11:48:10.763Z] GET http://localhost:5173/src/features/site/components/site-states.tsx → 304 (2ms, ?B)
[2026-08-29T11:48:10.766Z] GET http://localhost:5173/src/components/ui/button.tsx → 304 (?ms, ?B)
[2026-08-29T11:48:10.766Z] GET http://localhost:5173/node_modules/.vite/deps/class-variance-authority.js?v=4b24413a → 200 (?ms, 8901B)
[2026-08-29T11:48:58.887Z] GET http://localhost:5173/src/index.css?t=1788004138761 → 200 (55ms, 67169B)
[2026-08-29T11:48:58.978Z] GET http://localhost:5173/src/index.css?t=1788004138771 → 200 (89ms, 67169B)
[2026-08-29T11:48:59.068Z] GET http://localhost:5173/src/index.css?t=1788004138774 → 200 (1ms, 67169B)
[2026-08-29T11:52:38.002Z] GET blob:http://localhost:5173/5cc08dd1-c604-45fd-8d77-00d3c0b3a60b → pending (?ms, ?B)
[2026-08-29T11:59:44.776Z] GET http://localhost:5173/contact → 200 (1ms, 1458B)
[2026-08-29T11:59:44.801Z] GET http://localhost:5173/@vite/client → 200 (12ms, 204018B)
[2026-08-29T11:59:44.801Z] GET https://fonts.googleapis.com/css2?family=Hanken+Grotesk:ital,wght@0,100..900;1,100..900&family=JetBrains+Mono:wght@100..800&display=swap → 200 (?ms, 5691B)
[2026-08-29T11:59:44.802Z] GET http://localhost:5173/src/main.tsx → 200 (1ms, 1727B)
[2026-08-29T11:59:44.803Z] GET http://localhost:5173/@react-refresh → 200 (14ms, 111894B)
[2026-08-29T11:59:44.804Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=fba19d49 → 200 (13ms, 130087B)
[2026-08-29T11:59:44.804Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=d529d2ca → 200 (51ms, 2819683B)
[2026-08-29T11:59:44.804Z] GET http://localhost:5173/src/app/providers/index.tsx → 200 (37ms, 4279B)
[2026-08-29T11:59:44.804Z] GET http://localhost:5173/src/index.css → 200 (38ms, 67025B)
[2026-08-29T11:59:44.804Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=fba19d49 → 200 (13ms, 34713B)
[2026-08-29T11:59:44.807Z] GET https://fonts.gstatic.com/s/hankengrotesk/v12/ieVn2YZDLWuGJpnzaiwFXS9tYtpT59CxCis4UvI.woff2 → 200 (?ms, ?B)
[2026-08-29T11:59:44.807Z] GET https://fonts.gstatic.com/s/hankengrotesk/v12/ieVn2YZDLWuGJpnzaiwFXS9tYtpd59CxCis4.woff2 → 200 (5ms, ?B)
[2026-08-29T11:59:44.813Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (26ms, 3478B)
[2026-08-29T11:59:44.818Z] GET http://localhost:5173/node_modules/.vite/deps/rolldown-runtime-DC62tzP2.js?v=24924900 → 200 (21ms, 7824B)
[2026-08-29T11:59:44.841Z] GET http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=a1444791 → 200 (6ms, 355116B)
[2026-08-29T11:59:44.841Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=e3744e32 → 200 (131ms, 1417484B)
[2026-08-29T11:59:44.842Z] GET http://localhost:5173/node_modules/.vite/deps/sonner.js?v=e3fe6b85 → 200 (129ms, 182049B)
[2026-08-29T11:59:44.842Z] GET http://localhost:5173/src/app/router/index.tsx → 200 (129ms, 34256B)
[2026-08-29T11:59:44.847Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-runtime.js?v=fba19d49 → 200 (124ms, 35787B)
